5750	0.036600778
5751	0.044818794
5752	0.035169898
5753	0.04136755
5754	0.05253066
5755	0.078728221
5756	0.067821644
5757	0.074063294
5758	0.071725697
5759	0.083185973
5760	0.083081812
5761	0.091194843
5762	0.123135559
5763	0.114249845
5764	0.129851342
5765	0.149279126
5766	0.14779985
5767	0.162134141
5768	0.15816059
5769	0.183180116
5770	0.18198184
5771	0.186170146
5772	0.188941308
5773	0.202243872
5774	0.238033615
5775	0.255089969
5776	0.261463583
5777	0.272794173
5778	0.323524639
5779	0.341648132
5780	0.369093418
5781	0.412428513
5782	0.467307031
5783	0.526358962
5784	0.588170261
5785	0.675497175
5786	0.778766483
5787	0.930667729
5788	1.04863283
5789	1.290566266
5790	1.516495884
5791	1.875360251
5792	2.23363632
5793	2.73874569
5794	3.309919834
5795	4.113634944
5796	5.112005711
5797	6.414097786
5798	8.114352227
5799	10.28961945
5800	13.05630875
5801	16.37846232
5802	20.71968746
5803	25.4179287
5804	31.59663487
5805	37.72667504
5806	44.56793595
5807	50.78974152
5808	56.93961716
5809	61.94935036
5810	66.00807572
5811	68.74459839
5812	70.75996018
5813	71.24956131
5814	71.8748703
5815	72.15468216
5816	72.35778428
5817	72.29735947
5818	72.02129364
5819	72.39159775
5820	72.55151367
5821	72.78761673
5822	72.79227829
5823	72.79929733
5824	72.58868027
5825	72.49765015
5826	71.7015686
5827	70.87059021
5828	70.1540947
5829	69.05587769
5830	67.9410286
5831	66.82817078
5832	65.57619095
5833	64.69352532
5834	63.62409401
5835	62.9885025
5836	62.26927186
5837	61.71064377
5838	61.19837571
5839	60.45569992
5840	59.57631684
5841	58.37138748
5842	56.43058395
5843	53.55494881
5844	49.99680138
5845	45.22688866
5846	40.27914811
5847	34.54481506
5848	29.4417181
5849	24.23454094
5850	20.19835568
5851	16.29838705
5852	13.24795151
5853	10.66563129
5854	8.766976596
5855	7.198962927
5856	5.972921372
5857	4.93410194
5858	4.167532683
5859	3.540209771
5860	3.012045861
5861	2.594709039
5862	2.254551769
5863	2.005964101
5864	1.762403786
5865	1.583722592
5866	1.444844306
5867	1.291297257
5868	1.182665945
5869	1.095697045
5870	0.999784678
5871	0.906423569
5872	0.853364349
5873	0.783863366
5874	0.722931713
5875	0.665051759
5876	0.629672289
5877	0.573433042
5878	0.528480679
5879	0.483273864
5880	0.432070703
5881	0.381425664
5882	0.35911645
5883	0.31026727
5884	0.249472097
5885	0.234481335
5886	0.207211294
5887	0.174135253
5888	0.171309866
5889	0.136176244
5890	0.120110661
5891	0.09291897
5892	0.084506125
5893	0.073490501
5894	0.066356199
5895	0.057339417
5896	0.051889154
5897	0.055045328
5898	0.033988971
5899	0.034963239
5900	0.030812642
