492.014,0.274166446,0.263553551,0.270628814,0.260015919,0.267091182,0.277704077,0.268859998,0.252940656,0.270628814,0.28477934,0.304236314,0.263553551,0.295392235,0.35199434,0.302467498,0.311311577,0.328999735
492.089,0.302414007,0.305951012,0.309488018,0.275886462,0.31656203,0.305951012,0.313025024,0.31656203,0.297108498,0.318330533,0.327173048,0.320099036,0.346626581,0.362543107,0.362543107,0.350163587,0.36431161
492.165,0.336979534,0.319336627,0.312279464,0.333450953,0.312279464,0.324629499,0.336979534,0.30345801,0.331686662,0.333450953,0.335215243,0.301693719,0.329922371,0.382851094,0.37402964,0.372265349,0.377558222
492.24,0.344340456,0.31608688,0.301960092,0.331979516,0.323150274,0.307257637,0.301960092,0.305491789,0.321384425,0.321384425,0.335511213,0.319618577,0.358467244,0.406145153,0.395550062,0.414974395,0.392018365
492.315,0.391189427,0.364757709,0.373568282,0.385903084,0.350660793,0.347136564,0.362995595,0.366519824,0.362995595,0.364757709,0.394713656,0.350660793,0.385903084,0.45814978,0.405286344,0.43876652,0.43876652
492.391,0.374413331,0.349804004,0.35859305,0.360350859,0.37617114,0.390233613,0.35859305,0.360350859,0.381444567,0.381444567,0.383202377,0.363866477,0.409569513,0.464061594,0.404296085,0.43242103,0.453514739
492.466,0.423312021,0.40926017,0.375887023,0.382912949,0.382912949,0.374130542,0.388182393,0.361835172,0.411016651,0.365348135,0.442633317,0.388182393,0.42155554,0.479519427,0.454928687,0.488301834,0.468980538
492.542,0.42515377,0.402502134,0.412956735,0.395532401,0.428638637,0.409471868,0.423411336,0.418184036,0.418184036,0.43038107,0.463487306,0.444320538,0.433865937,0.533184646,0.489623809,0.487881375,0.496593543
492.617,0.478285156,0.476539589,0.457338361,0.464320626,0.481776288,0.483521854,0.424172602,0.474794023,0.424172602,0.467811758,0.483521854,0.418935903,0.507959782,0.551598939,0.544616674,0.553344505,0.54636224
492.692,0.482007378,0.492447971,0.483747477,0.47852718,0.497668268,0.471566785,0.445465302,0.476787082,0.462866291,0.47852718,0.497668268,0.431544512,0.513329157,0.626435582,0.575972715,0.546391035,0.609034593
492.768,0.490998363,0.506668524,0.49622175,0.4631403,0.531044329,0.508409653,0.457916913,0.510150782,0.494480621,0.510150782,0.515374169,0.503186266,0.531044329,0.625065292,0.593724971,0.5954661,0.614618519
492.843,0.570186875,0.54932638,0.519774011,0.516297262,0.568448501,0.518035637,0.523250761,0.547588005,0.523250761,0.556279878,0.589308996,0.518035637,0.582355498,0.688396349,0.610169492,0.653628857,0.723163842
492.919,0.599447466,0.56122183,0.554271715,0.554271715,0.604660052,0.566434417,0.559484301,0.573384533,0.543846541,0.599447466,0.648098275,0.57685959,0.620297812,0.767987768,0.674161208,0.677636266,0.767987768
492.994,0.665253434,0.598038709,0.61010289,0.573910346,0.613549799,0.604932527,0.616996708,0.580804164,0.625613981,0.641125071,0.658359616,0.613549799,0.697999069,0.77900143,0.749702704,0.742808886,0.782448339
493.069,0.708643725,0.653334947,0.649878148,0.629137356,0.656791745,0.620495359,0.623952158,0.627408957,0.689631332,0.661976943,0.689631332,0.622223759,0.706915326,0.845187272,0.777779698,0.82444648,0.853829269
493.145,0.696618391,0.689738209,0.667377619,0.665657573,0.724139117,0.682858027,0.663937528,0.706938663,0.703498572,0.694898345,0.765420207,0.667377619,0.77574048,0.92538443,0.846262341,0.877223159,0.963225429
493.22,0.789990018,0.746962239,0.729751127,0.734914461,0.755567795,0.755567795,0.745241128,0.753846683,0.788268906,0.805480018,0.822691129,0.753846683,0.820970018,1.044714468,0.95865891,0.968985577,1.036108912
493.295,0.842552317,0.844264822,0.810014728,0.830564784,0.833989793,0.832277289,0.808302223,0.799739699,0.822002261,0.861389869,0.875089906,0.786039662,0.984690208,1.135390622,1.056615406,1.070315443,1.137103127
493.371,0.921043621,0.89878792,0.891940012,0.927891529,0.879956173,0.921043621,0.830308841,0.876532219,0.891940012,0.974114908,1.040882011,0.926179552,1.064849688,1.246319249,1.119632952,1.200095871,1.282270766
493.446,0.984258719,0.994547138,0.994547138,0.987688192,0.968826091,1.051133441,0.991117665,0.982543983,0.996261875,1.052848177,1.075139751,0.965396619,1.147158682,1.402654412,1.265475496,1.327206008,1.406083885
493.521,1.160703602,1.085488641,1.124805552,1.123096121,1.090616934,1.111130105,1.025658558,1.059847177,1.155575309,1.182926204,1.24959401,1.054718884,1.264978889,1.559001009,1.441050274,1.509427512,1.57951418
493.597,1.226209155,1.236441776,1.210860222,1.181867795,1.23985265,1.157991677,1.186984105,1.137526434,1.214271096,1.289310321,1.343884303,1.190394979,1.458148578,1.746367419,1.599699843,1.681560816,1.77365441
493.672,1.386145358,1.346979089,1.38955112,1.336761801,1.343573326,1.360602139,1.292486888,1.260132144,1.367413664,1.452557728,1.46958654,1.29589265,1.553027723,1.980450923,1.753967713,1.86976364,1.953204823
